Stock Name,MarketDate,MarketPrice
British American Tobacco Kenya Ltd Ord 10.00,18-Jan-21,390.0000
Car and General (K) Ltd Ord 5.00,18-Jan-21,24.0000
Safaricom Ltd Ord 0.05,18-Jan-21,36.3500
British American Tobacco Kenya Ltd Ord 10.00,19-Jan-21,394.0000
Car and General (K) Ltd Ord 5.00,19-Jan-21,23.0000
Safaricom Ltd Ord 0.05,19-Jan-21,36.4000
Nairobi Securities Exchange,19-Jan-21,8.5200
Safaricom Ltd Ord 0.05,20-Jan-21,35.8500
British American Tobacco Kenya Ltd Ord 10.00,20-Jan-21,394.0000
Nairobi Securities Exchange,20-Jan-21,8.5000
Car and General (K) Ltd Ord 5.00,20-Jan-21,23.0000
Nairobi Securities Exchange,21-Jan-21,8.5000
Safaricom Ltd Ord 0.05,21-Jan-21,35.3000
British American Tobacco Kenya Ltd Ord 10.00,21-Jan-21,392.0000
Car and General (K) Ltd Ord 5.00,21-Jan-21,24.0000
Safaricom Ltd Ord 0.05,22-Jan-21,35.5500
British American Tobacco Kenya Ltd Ord 10.00,22-Jan-21,397.7500
Car and General (K) Ltd Ord 5.00,22-Jan-21,24.0000
Nairobi Securities Exchange,22-Jan-21,8.5000
British American Tobacco Kenya Ltd Ord 10.00,25-Jan-21,400.0000
Nairobi Securities Exchange,25-Jan-21,8.4600
Safaricom Ltd Ord 0.05,25-Jan-21,36.4500
Car and General (K) Ltd Ord 5.00,25-Jan-21,24.0000
Safaricom Ltd Ord 0.05,26-Jan-21,36.5500
British American Tobacco Kenya Ltd Ord 10.00,26-Jan-21,400.2500
Nairobi Securities Exchange,26-Jan-21,8.4000
Car and General (K) Ltd Ord 5.00,26-Jan-21,24.0000
Safaricom Ltd Ord 0.05,27-Jan-21,36.4000
Nairobi Securities Exchange,27-Jan-21,8.4000
Car and General (K) Ltd Ord 5.00,27-Jan-21,24.0000
British American Tobacco Kenya Ltd Ord 10.00,27-Jan-21,405.0000
Car and General (K) Ltd Ord 5.00,28-Jan-21,22.0000
Nairobi Securities Exchange,28-Jan-21,8.4000
Safaricom Ltd Ord 0.05,28-Jan-21,36.2000
British American Tobacco Kenya Ltd Ord 10.00,28-Jan-21,406.0000
British American Tobacco Kenya Ltd Ord 10.00,29-Jan-21,406.2500
Car and General (K) Ltd Ord 5.00,29-Jan-21,22.0000
Nairobi Securities Exchange,29-Jan-21,8.4400
Safaricom Ltd Ord 0.05,29-Jan-21,35.8500
Car and General (K) Ltd Ord 5.00,01-Feb-21,22.0000
British American Tobacco Kenya Ltd Ord 10.00,01-Feb-21,408.5000
Nairobi Securities Exchange,01-Feb-21,8.4000
Safaricom Ltd Ord 0.05,01-Feb-21,35.1500
Car and General (K) Ltd Ord 5.00,02-Feb-21,22.0000
British American Tobacco Kenya Ltd Ord 10.00,02-Feb-21,415.0000
Nairobi Securities Exchange,02-Feb-21,8.4400
Safaricom Ltd Ord 0.05,02-Feb-21,35.5500
Car and General (K) Ltd Ord 5.00,03-Feb-21,22.0000
Safaricom Ltd Ord 0.05,03-Feb-21,36.4500
British American Tobacco Kenya Ltd Ord 10.00,03-Feb-21,414.7500
Nairobi Securities Exchange,03-Feb-21,9.1000
British American Tobacco Kenya Ltd Ord 10.00,04-Feb-21,415.0000
Nairobi Securities Exchange,04-Feb-21,8.9800
Safaricom Ltd Ord 0.05,04-Feb-21,36.8500
Car and General (K) Ltd Ord 5.00,04-Feb-21,22.0000
Safaricom Ltd Ord 0.05,05-Feb-21,36.2000
Nairobi Securities Exchange,05-Feb-21,8.5800
British American Tobacco Kenya Ltd Ord 10.00,05-Feb-21,420.7500
Car and General (K) Ltd Ord 5.00,05-Feb-21,22.0000
Car and General (K) Ltd Ord 5.00,08-Feb-21,22.0000
British American Tobacco Kenya Ltd Ord 10.00,08-Feb-21,420.0000
Nairobi Securities Exchange,08-Feb-21,8.3800
Safaricom Ltd Ord 0.05,08-Feb-21,35.9500
British American Tobacco Kenya Ltd Ord 10.00,09-Feb-21,420.0000
Nairobi Securities Exchange,09-Feb-21,8.8000
Car and General (K) Ltd Ord 5.00,09-Feb-21,22.0000
Safaricom Ltd Ord 0.05,09-Feb-21,36.6000
Car and General (K) Ltd Ord 5.00,10-Feb-21,22.0000
British American Tobacco Kenya Ltd Ord 10.00,10-Feb-21,420.0000
Nairobi Securities Exchange,10-Feb-21,8.6400
Safaricom Ltd Ord 0.05,10-Feb-21,36.4000
Nairobi Securities Exchange,11-Feb-21,8.6000
Car and General (K) Ltd Ord 5.00,11-Feb-21,22.0000
British American Tobacco Kenya Ltd Ord 10.00,11-Feb-21,424.2500
Safaricom Ltd Ord 0.05,11-Feb-21,37.8000
Car and General (K) Ltd Ord 5.00,12-Feb-21,24.0000
Safaricom Ltd Ord 0.05,12-Feb-21,38.3500
Nairobi Securities Exchange,12-Feb-21,8.8200
British American Tobacco Kenya Ltd Ord 10.00,12-Feb-21,425.0000
Nairobi Securities Exchange,15-Feb-21,8.6000
Safaricom Ltd Ord 0.05,15-Feb-21,39.0500
British American Tobacco Kenya Ltd Ord 10.00,15-Feb-21,425.0000
Car and General (K) Ltd Ord 5.00,15-Feb-21,24.0000
Safaricom Ltd Ord 0.05,16-Feb-21,38.5000
British American Tobacco Kenya Ltd Ord 10.00,16-Feb-21,437.0000
Car and General (K) Ltd Ord 5.00,16-Feb-21,24.0000
Nairobi Securities Exchange,16-Feb-21,8.4800
Car and General (K) Ltd Ord 5.00,17-Feb-21,24.0000
British American Tobacco Kenya Ltd Ord 10.00,17-Feb-21,437.0000
Safaricom Ltd Ord 0.05,17-Feb-21,38.7500
Nairobi Securities Exchange,17-Feb-21,8.4600
British American Tobacco Kenya Ltd Ord 10.00,18-Feb-21,439.7500
Car and General (K) Ltd Ord 5.00,18-Feb-21,24.0000
Nairobi Securities Exchange,18-Feb-21,8.4400
Safaricom Ltd Ord 0.05,18-Feb-21,38.4500
Nairobi Securities Exchange,19-Feb-21,8.5600
Car and General (K) Ltd Ord 5.00,19-Feb-21,24.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Feb-21,484.7500
Safaricom Ltd Ord 0.05,19-Feb-21,38.7500
British American Tobacco Kenya Ltd Ord 10.00,22-Feb-21,492.2500
Nairobi Securities Exchange,22-Feb-21,8.3800
Safaricom Ltd Ord 0.05,22-Feb-21,38.9000
Car and General (K) Ltd Ord 5.00,22-Feb-21,24.0000
Safaricom Ltd Ord 0.05,23-Feb-21,39.0000
Nairobi Securities Exchange,23-Feb-21,8.6800
British American Tobacco Kenya Ltd Ord 10.00,23-Feb-21,499.7500
Car and General (K) Ltd Ord 5.00,23-Feb-21,24.0000
Nairobi Securities Exchange,24-Feb-21,8.2000
British American Tobacco Kenya Ltd Ord 10.00,24-Feb-21,498.5000
Safaricom Ltd Ord 0.05,24-Feb-21,39.0000
Car and General (K) Ltd Ord 5.00,24-Feb-21,24.0000
Safaricom Ltd Ord 0.05,25-Feb-21,39.0000
Nairobi Securities Exchange,25-Feb-21,8.5000
British American Tobacco Kenya Ltd Ord 10.00,25-Feb-21,489.5000
Car and General (K) Ltd Ord 5.00,25-Feb-21,24.0000
Nairobi Securities Exchange,26-Feb-21,8.6000
British American Tobacco Kenya Ltd Ord 10.00,26-Feb-21,489.5000
Car and General (K) Ltd Ord 5.00,26-Feb-21,24.0000
Safaricom Ltd Ord 0.05,26-Feb-21,38.7500
Safaricom Ltd Ord 0.05,01-Mar-21,38.7000
British American Tobacco Kenya Ltd Ord 10.00,01-Mar-21,484.0000
Car and General (K) Ltd Ord 5.00,01-Mar-21,24.0000
Nairobi Securities Exchange,01-Mar-21,8.3200
British American Tobacco Kenya Ltd Ord 10.00,02-Mar-21,487.0000
Safaricom Ltd Ord 0.05,02-Mar-21,38.6000
Nairobi Securities Exchange,02-Mar-21,8.3000
Car and General (K) Ltd Ord 5.00,02-Mar-21,24.0000
Car and General (K) Ltd Ord 5.00,03-Mar-21,24.0000
Safaricom Ltd Ord 0.05,03-Mar-21,38.0000
Nairobi Securities Exchange,03-Mar-21,8.5000
British American Tobacco Kenya Ltd Ord 10.00,03-Mar-21,484.0000
Car and General (K) Ltd Ord 5.00,04-Mar-21,26.0000
Nairobi Securities Exchange,04-Mar-21,8.5000
Safaricom Ltd Ord 0.05,04-Mar-21,37.8500
British American Tobacco Kenya Ltd Ord 10.00,04-Mar-21,482.2500
Nairobi Securities Exchange,05-Mar-21,8.2400
Car and General (K) Ltd Ord 5.00,05-Mar-21,26.0000
British American Tobacco Kenya Ltd Ord 10.00,05-Mar-21,480.5000
Safaricom Ltd Ord 0.05,05-Mar-21,37.3000
British American Tobacco Kenya Ltd Ord 10.00,08-Mar-21,476.7500
Car and General (K) Ltd Ord 5.00,08-Mar-21,23.4000
Safaricom Ltd Ord 0.05,08-Mar-21,35.9000
Nairobi Securities Exchange,08-Mar-21,8.3400
Car and General (K) Ltd Ord 5.00,09-Mar-21,22.1500
British American Tobacco Kenya Ltd Ord 10.00,09-Mar-21,483.7500
Safaricom Ltd Ord 0.05,09-Mar-21,36.1500
Nairobi Securities Exchange,09-Mar-21,8.4600
Safaricom Ltd Ord 0.05,10-Mar-21,37.5500
British American Tobacco Kenya Ltd Ord 10.00,10-Mar-21,481.5000
Car and General (K) Ltd Ord 5.00,10-Mar-21,22.1500
Nairobi Securities Exchange,10-Mar-21,8.1800
British American Tobacco Kenya Ltd Ord 10.00,11-Mar-21,481.5000
Safaricom Ltd Ord 0.05,11-Mar-21,37.5500
Car and General (K) Ltd Ord 5.00,11-Mar-21,22.1500
Nairobi Securities Exchange,11-Mar-21,8.5000
Car and General (K) Ltd Ord 5.00,12-Mar-21,22.1500
Nairobi Securities Exchange,12-Mar-21,8.3000
British American Tobacco Kenya Ltd Ord 10.00,12-Mar-21,484.5000
Safaricom Ltd Ord 0.05,12-Mar-21,37.1000
British American Tobacco Kenya Ltd Ord 10.00,15-Mar-21,480.0000
Nairobi Securities Exchange,15-Mar-21,8.0600
Car and General (K) Ltd Ord 5.00,15-Mar-21,22.1500
Safaricom Ltd Ord 0.05,15-Mar-21,37.3500
British American Tobacco Kenya Ltd Ord 10.00,16-Mar-21,484.0000
Car and General (K) Ltd Ord 5.00,16-Mar-21,22.1500
Nairobi Securities Exchange,16-Mar-21,7.7400
Safaricom Ltd Ord 0.05,16-Mar-21,37.4000
Safaricom Ltd Ord 0.05,17-Mar-21,37.5500
Car and General (K) Ltd Ord 5.00,17-Mar-21,22.1500
Nairobi Securities Exchange,17-Mar-21,7.9200
British American Tobacco Kenya Ltd Ord 10.00,17-Mar-21,480.2500
Car and General (K) Ltd Ord 5.00,18-Mar-21,22.1500
Nairobi Securities Exchange,18-Mar-21,8.1000
Safaricom Ltd Ord 0.05,18-Mar-21,38.1000
British American Tobacco Kenya Ltd Ord 10.00,18-Mar-21,484.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Mar-21,484.0000
Nairobi Securities Exchange,19-Mar-21,8.0000
Car and General (K) Ltd Ord 5.00,19-Mar-21,22.1500
Safaricom Ltd Ord 0.05,19-Mar-21,38.6000
Nairobi Securities Exchange,22-Mar-21,7.9800
Car and General (K) Ltd Ord 5.00,22-Mar-21,22.1500
Safaricom Ltd Ord 0.05,22-Mar-21,38.9000
British American Tobacco Kenya Ltd Ord 10.00,22-Mar-21,481.7500
Nairobi Securities Exchange,23-Mar-21,8.0000
British American Tobacco Kenya Ltd Ord 10.00,23-Mar-21,480.0000
Safaricom Ltd Ord 0.05,23-Mar-21,39.4500
Car and General (K) Ltd Ord 5.00,23-Mar-21,22.1500
British American Tobacco Kenya Ltd Ord 10.00,24-Mar-21,479.5000
Safaricom Ltd Ord 0.05,24-Mar-21,39.4500
Car and General (K) Ltd Ord 5.00,24-Mar-21,22.1500
Nairobi Securities Exchange,24-Mar-21,7.9400
Nairobi Securities Exchange,25-Mar-21,8.0400
British American Tobacco Kenya Ltd Ord 10.00,25-Mar-21,480.0000
Car and General (K) Ltd Ord 5.00,25-Mar-21,22.1500
Safaricom Ltd Ord 0.05,25-Mar-21,39.5000
Safaricom Ltd Ord 0.05,26-Mar-21,38.7500
Car and General (K) Ltd Ord 5.00,26-Mar-21,22.1500
Nairobi Securities Exchange,26-Mar-21,8.4600
British American Tobacco Kenya Ltd Ord 10.00,26-Mar-21,480.7500
Nairobi Securities Exchange,29-Mar-21,8.0600
Safaricom Ltd Ord 0.05,29-Mar-21,37.6000
British American Tobacco Kenya Ltd Ord 10.00,29-Mar-21,474.7500
Car and General (K) Ltd Ord 5.00,29-Mar-21,22.1500
Nairobi Securities Exchange,30-Mar-21,8.2800
Safaricom Ltd Ord 0.05,30-Mar-21,37.3500
Car and General (K) Ltd Ord 5.00,30-Mar-21,22.1500
British American Tobacco Kenya Ltd Ord 10.00,30-Mar-21,474.7500
Safaricom Ltd Ord 0.05,31-Mar-21,36.2500
British American Tobacco Kenya Ltd Ord 10.00,31-Mar-21,475.0000
Car and General (K) Ltd Ord 5.00,31-Mar-21,22.1500
Nairobi Securities Exchange,31-Mar-21,7.8800
Safaricom Ltd Ord 0.05,01-Apr-21,37.0500
British American Tobacco Kenya Ltd Ord 10.00,01-Apr-21,475.0000
Car and General (K) Ltd Ord 5.00,01-Apr-21,22.1500
Nairobi Securities Exchange,01-Apr-21,8.1400
British American Tobacco Kenya Ltd Ord 10.00,06-Apr-21,473.7500
Nairobi Securities Exchange,06-Apr-21,8.4600
Safaricom Ltd Ord 0.05,06-Apr-21,36.7500
Car and General (K) Ltd Ord 5.00,06-Apr-21,22.1500
Safaricom Ltd Ord 0.05,07-Apr-21,36.8000
Nairobi Securities Exchange,07-Apr-21,8.4400
Car and General (K) Ltd Ord 5.00,07-Apr-21,24.0000
British American Tobacco Kenya Ltd Ord 10.00,07-Apr-21,475.0000
Car and General (K) Ltd Ord 5.00,08-Apr-21,24.0000
Safaricom Ltd Ord 0.05,08-Apr-21,36.1500
Nairobi Securities Exchange,08-Apr-21,8.3600
British American Tobacco Kenya Ltd Ord 10.00,08-Apr-21,470.2500
British American Tobacco Kenya Ltd Ord 10.00,09-Apr-21,470.5000
Safaricom Ltd Ord 0.05,09-Apr-21,36.3000
Nairobi Securities Exchange,09-Apr-21,8.4400
Car and General (K) Ltd Ord 5.00,09-Apr-21,24.0000
Nairobi Securities Exchange,12-Apr-21,8.4000
Safaricom Ltd Ord 0.05,12-Apr-21,36.5500
Car and General (K) Ltd Ord 5.00,12-Apr-21,24.0000
British American Tobacco Kenya Ltd Ord 10.00,12-Apr-21,470.7500
Safaricom Ltd Ord 0.05,13-Apr-21,36.6500
Nairobi Securities Exchange,13-Apr-21,8.2800
British American Tobacco Kenya Ltd Ord 10.00,13-Apr-21,470.7500
Car and General (K) Ltd Ord 5.00,13-Apr-21,24.0000
Car and General (K) Ltd Ord 5.00,14-Apr-21,24.0000
Nairobi Securities Exchange,14-Apr-21,8.3000
Safaricom Ltd Ord 0.05,14-Apr-21,37.1000
British American Tobacco Kenya Ltd Ord 10.00,14-Apr-21,471.0000
Nairobi Securities Exchange,15-Apr-21,8.2600
British American Tobacco Kenya Ltd Ord 10.00,15-Apr-21,474.5000
Car and General (K) Ltd Ord 5.00,15-Apr-21,21.6000
Safaricom Ltd Ord 0.05,15-Apr-21,38.1500
Nairobi Securities Exchange,16-Apr-21,8.7600
British American Tobacco Kenya Ltd Ord 10.00,16-Apr-21,475.0000
Safaricom Ltd Ord 0.05,16-Apr-21,38.4000
Car and General (K) Ltd Ord 5.00,16-Apr-21,21.6000
Nairobi Securities Exchange,21-Apr-21,8.6400
Safaricom Ltd Ord 0.05,21-Apr-21,39.0000
British American Tobacco Kenya Ltd Ord 10.00,21-Apr-21,434.7500
Car and General (K) Ltd Ord 5.00,21-Apr-21,21.6000
Safaricom Ltd Ord 0.05,23-Apr-21,38.8000
Nairobi Securities Exchange,23-Apr-21,8.3600
British American Tobacco Kenya Ltd Ord 10.00,23-Apr-21,433.7500
Car and General (K) Ltd Ord 5.00,23-Apr-21,21.6000
Nairobi Securities Exchange,26-Apr-21,8.5600
British American Tobacco Kenya Ltd Ord 10.00,26-Apr-21,434.7500
Car and General (K) Ltd Ord 5.00,26-Apr-21,21.6000
Safaricom Ltd Ord 0.05,26-Apr-21,39.0000
Safaricom Ltd Ord 0.05,27-Apr-21,39.3500
British American Tobacco Kenya Ltd Ord 10.00,27-Apr-21,452.0000
Car and General (K) Ltd Ord 5.00,27-Apr-21,21.6000
Nairobi Securities Exchange,27-Apr-21,8.4000
Car and General (K) Ltd Ord 5.00,28-Apr-21,21.6000
Nairobi Securities Exchange,28-Apr-21,8.5400
British American Tobacco Kenya Ltd Ord 10.00,28-Apr-21,460.0000
Safaricom Ltd Ord 0.05,28-Apr-21,39.9000
Car and General (K) Ltd Ord 5.00,29-Apr-21,21.6000
Safaricom Ltd Ord 0.05,29-Apr-21,40.3500
Nairobi Securities Exchange,29-Apr-21,8.5800
British American Tobacco Kenya Ltd Ord 10.00,29-Apr-21,460.0000
Safaricom Ltd Ord 0.05,30-Apr-21,40.3500
Car and General (K) Ltd Ord 5.00,30-Apr-21,21.6000
British American Tobacco Kenya Ltd Ord 10.00,30-Apr-21,453.7500
Nairobi Securities Exchange,30-Apr-21,8.5200
British American Tobacco Kenya Ltd Ord 10.00,03-May-21,459.7500
Car and General (K) Ltd Ord 5.00,03-May-21,21.6000
Nairobi Securities Exchange,03-May-21,8.4400
Safaricom Ltd Ord 0.05,03-May-21,40.5000
Safaricom Ltd Ord 0.05,04-May-21,40.7500
Nairobi Securities Exchange,04-May-21,8.2600
Car and General (K) Ltd Ord 5.00,04-May-21,20.0000
British American Tobacco Kenya Ltd Ord 10.00,04-May-21,457.7500
Nairobi Securities Exchange,05-May-21,8.5000
Car and General (K) Ltd Ord 5.00,05-May-21,20.0000
British American Tobacco Kenya Ltd Ord 10.00,05-May-21,457.7500
Safaricom Ltd Ord 0.05,05-May-21,40.5000
Nairobi Securities Exchange,06-May-21,8.6200
British American Tobacco Kenya Ltd Ord 10.00,06-May-21,460.0000
Safaricom Ltd Ord 0.05,06-May-21,40.6500
Car and General (K) Ltd Ord 5.00,06-May-21,20.0000
Nairobi Securities Exchange,07-May-21,8.6200
British American Tobacco Kenya Ltd Ord 10.00,07-May-21,467.5000
Car and General (K) Ltd Ord 5.00,07-May-21,20.2500
Safaricom Ltd Ord 0.05,07-May-21,40.8000
Safaricom Ltd Ord 0.05,10-May-21,40.8500
British American Tobacco Kenya Ltd Ord 10.00,10-May-21,470.0000
Car and General (K) Ltd Ord 5.00,10-May-21,20.2500
Nairobi Securities Exchange,10-May-21,9.0400
Safaricom Ltd Ord 0.05,11-May-21,40.6000
British American Tobacco Kenya Ltd Ord 10.00,11-May-21,471.2500
Nairobi Securities Exchange,11-May-21,8.9800
Car and General (K) Ltd Ord 5.00,11-May-21,20.5000
Nairobi Securities Exchange,12-May-21,9.0000
Safaricom Ltd Ord 0.05,12-May-21,40.1000
British American Tobacco Kenya Ltd Ord 10.00,12-May-21,471.2500
Car and General (K) Ltd Ord 5.00,12-May-21,20.5000
British American Tobacco Kenya Ltd Ord 10.00,13-May-21,471.0000
Safaricom Ltd Ord 0.05,13-May-21,39.4000
Nairobi Securities Exchange,13-May-21,9.0000
Car and General (K) Ltd Ord 5.00,13-May-21,20.5000
Safaricom Ltd Ord 0.05,17-May-21,39.0000
Car and General (K) Ltd Ord 5.00,17-May-21,22.0000
British American Tobacco Kenya Ltd Ord 10.00,17-May-21,472.0000
Nairobi Securities Exchange,17-May-21,8.8600
Nairobi Securities Exchange,18-May-21,8.3000
Safaricom Ltd Ord 0.05,18-May-21,38.3500
British American Tobacco Kenya Ltd Ord 10.00,18-May-21,470.0000
Car and General (K) Ltd Ord 5.00,18-May-21,22.0000
Car and General (K) Ltd Ord 5.00,19-May-21,22.0000
Safaricom Ltd Ord 0.05,19-May-21,38.0500
British American Tobacco Kenya Ltd Ord 10.00,19-May-21,470.0000
Nairobi Securities Exchange,19-May-21,8.0600
British American Tobacco Kenya Ltd Ord 10.00,20-May-21,469.0000
Nairobi Securities Exchange,20-May-21,8.8600
Safaricom Ltd Ord 0.05,20-May-21,38.9000
Car and General (K) Ltd Ord 5.00,20-May-21,22.0000
Safaricom Ltd Ord 0.05,21-May-21,39.5000
Car and General (K) Ltd Ord 5.00,21-May-21,22.0000
Nairobi Securities Exchange,21-May-21,8.9800
British American Tobacco Kenya Ltd Ord 10.00,21-May-21,470.0000
Safaricom Ltd Ord 0.05,24-May-21,41.7500
British American Tobacco Kenya Ltd Ord 10.00,24-May-21,472.0000
Car and General (K) Ltd Ord 5.00,24-May-21,24.2000
Nairobi Securities Exchange,24-May-21,8.2000
Nairobi Securities Exchange,25-May-21,8.5000
British American Tobacco Kenya Ltd Ord 10.00,25-May-21,464.7500
Car and General (K) Ltd Ord 5.00,25-May-21,24.2000
Safaricom Ltd Ord 0.05,25-May-21,42.7500
Nairobi Securities Exchange,26-May-21,8.7200
Safaricom Ltd Ord 0.05,26-May-21,41.8000
British American Tobacco Kenya Ltd Ord 10.00,26-May-21,467.7500
Car and General (K) Ltd Ord 5.00,26-May-21,24.2000
British American Tobacco Kenya Ltd Ord 10.00,27-May-21,465.0000
Safaricom Ltd Ord 0.05,27-May-21,40.3500
Car and General (K) Ltd Ord 5.00,27-May-21,24.2000
Nairobi Securities Exchange,27-May-21,8.9000
Car and General (K) Ltd Ord 5.00,28-May-21,24.2000
British American Tobacco Kenya Ltd Ord 10.00,28-May-21,464.0000
Safaricom Ltd Ord 0.05,28-May-21,41.8500
Nairobi Securities Exchange,28-May-21,8.7600
Safaricom Ltd Ord 0.05,31-May-21,40.8500
Nairobi Securities Exchange,31-May-21,8.9200
Car and General (K) Ltd Ord 5.00,31-May-21,24.2000
British American Tobacco Kenya Ltd Ord 10.00,31-May-21,468.0000
British American Tobacco Kenya Ltd Ord 10.00,02-Jun-21,468.0000
Safaricom Ltd Ord 0.05,02-Jun-21,41.1000
Car and General (K) Ltd Ord 5.00,02-Jun-21,24.2000
Nairobi Securities Exchange,02-Jun-21,9.3800
Nairobi Securities Exchange,03-Jun-21,9.2200
Safaricom Ltd Ord 0.05,03-Jun-21,41.0000
Car and General (K) Ltd Ord 5.00,03-Jun-21,24.2000
British American Tobacco Kenya Ltd Ord 10.00,03-Jun-21,468.0000
Nairobi Securities Exchange,04-Jun-21,9.0200
British American Tobacco Kenya Ltd Ord 10.00,04-Jun-21,465.2500
Car and General (K) Ltd Ord 5.00,04-Jun-21,24.2000
Safaricom Ltd Ord 0.05,04-Jun-21,40.5000
Safaricom Ltd Ord 0.05,07-Jun-21,40.5500
Car and General (K) Ltd Ord 5.00,07-Jun-21,24.2000
British American Tobacco Kenya Ltd Ord 10.00,07-Jun-21,465.0000
Nairobi Securities Exchange,07-Jun-21,8.6400
British American Tobacco Kenya Ltd Ord 10.00,08-Jun-21,465.0000
Safaricom Ltd Ord 0.05,08-Jun-21,40.9500
Car and General (K) Ltd Ord 5.00,08-Jun-21,24.2000
Nairobi Securities Exchange,08-Jun-21,8.2600
Nairobi Securities Exchange,09-Jun-21,8.3000
Car and General (K) Ltd Ord 5.00,09-Jun-21,24.2000
British American Tobacco Kenya Ltd Ord 10.00,09-Jun-21,465.0000
Safaricom Ltd Ord 0.05,09-Jun-21,41.0000
Car and General (K) Ltd Ord 5.00,10-Jun-21,24.2000
Safaricom Ltd Ord 0.05,10-Jun-21,41.2500
British American Tobacco Kenya Ltd Ord 10.00,10-Jun-21,465.0000
Nairobi Securities Exchange,10-Jun-21,8.6400
Car and General (K) Ltd Ord 5.00,11-Jun-21,24.2000
Nairobi Securities Exchange,11-Jun-21,8.5400
British American Tobacco Kenya Ltd Ord 10.00,11-Jun-21,465.0000
Safaricom Ltd Ord 0.05,11-Jun-21,41.2500
British American Tobacco Kenya Ltd Ord 10.00,14-Jun-21,460.5000
Nairobi Securities Exchange,14-Jun-21,8.6000
Car and General (K) Ltd Ord 5.00,14-Jun-21,24.5000
Safaricom Ltd Ord 0.05,14-Jun-21,41.4500
Car and General (K) Ltd Ord 5.00,15-Jun-21,24.5000
Nairobi Securities Exchange,15-Jun-21,8.3200
British American Tobacco Kenya Ltd Ord 10.00,15-Jun-21,452.5000
Safaricom Ltd Ord 0.05,15-Jun-21,41.6000
Car and General (K) Ltd Ord 5.00,16-Jun-21,24.5000
British American Tobacco Kenya Ltd Ord 10.00,16-Jun-21,450.5000
Nairobi Securities Exchange,16-Jun-21,8.4000
Safaricom Ltd Ord 0.05,16-Jun-21,41.9500
Nairobi Securities Exchange,17-Jun-21,8.3200
Car and General (K) Ltd Ord 5.00,17-Jun-21,24.3000
British American Tobacco Kenya Ltd Ord 10.00,17-Jun-21,450.2500
Safaricom Ltd Ord 0.05,17-Jun-21,41.6000
British American Tobacco Kenya Ltd Ord 10.00,18-Jun-21,450.5000
Nairobi Securities Exchange,18-Jun-21,8.2600
Safaricom Ltd Ord 0.05,18-Jun-21,41.2500
Car and General (K) Ltd Ord 5.00,18-Jun-21,25.4500
British American Tobacco Kenya Ltd Ord 10.00,21-Jun-21,448.5000
Car and General (K) Ltd Ord 5.00,21-Jun-21,26.0000
Nairobi Securities Exchange,21-Jun-21,8.2000
Safaricom Ltd Ord 0.05,21-Jun-21,41.3000
Safaricom Ltd Ord 0.05,22-Jun-21,41.3000
British American Tobacco Kenya Ltd Ord 10.00,22-Jun-21,437.5000
Car and General (K) Ltd Ord 5.00,22-Jun-21,26.0000
Nairobi Securities Exchange,22-Jun-21,8.0400
Nairobi Securities Exchange,23-Jun-21,8.3000
Safaricom Ltd Ord 0.05,23-Jun-21,41.1500
Car and General (K) Ltd Ord 5.00,23-Jun-21,25.4500
British American Tobacco Kenya Ltd Ord 10.00,23-Jun-21,430.2500
Safaricom Ltd Ord 0.05,24-Jun-21,40.9500
British American Tobacco Kenya Ltd Ord 10.00,24-Jun-21,432.0000
Nairobi Securities Exchange,24-Jun-21,8.4000
Car and General (K) Ltd Ord 5.00,24-Jun-21,25.4500
Car and General (K) Ltd Ord 5.00,25-Jun-21,25.8000
Nairobi Securities Exchange,25-Jun-21,8.2000
Safaricom Ltd Ord 0.05,25-Jun-21,40.7500
British American Tobacco Kenya Ltd Ord 10.00,25-Jun-21,432.0000
Nairobi Securities Exchange,28-Jun-21,8.7200
Safaricom Ltd Ord 0.05,28-Jun-21,40.7000
British American Tobacco Kenya Ltd Ord 10.00,28-Jun-21,432.0000
Car and General (K) Ltd Ord 5.00,28-Jun-21,26.5000
Safaricom Ltd Ord 0.05,29-Jun-21,40.8500
Car and General (K) Ltd Ord 5.00,29-Jun-21,26.5000
British American Tobacco Kenya Ltd Ord 10.00,29-Jun-21,435.2500
Nairobi Securities Exchange,29-Jun-21,8.8000
British American Tobacco Kenya Ltd Ord 10.00,30-Jun-21,450.0000
Safaricom Ltd Ord 0.05,30-Jun-21,41.4500
Nairobi Securities Exchange,30-Jun-21,8.3600
Car and General (K) Ltd Ord 5.00,30-Jun-21,26.5000
Nairobi Securities Exchange,01-Jul-21,8.8200
Car and General (K) Ltd Ord 5.00,01-Jul-21,26.5000
Safaricom Ltd Ord 0.05,01-Jul-21,42.0000
